contract_id,station_number,status,bike_stands,bonus,banking,position,address,station_name
2,5014,0,28,0,1,"48.8416327086/2.34855201812","8 RUE JEAN CALVIN - 75005 PARIS","05014 - CALVIN"
2,14125,0,24,0,1,"48.8307232146/2.3361465572","34 RUE DAREAU - 75014 PARIS","14125 - DAREAU"
7,103,1,30,0,0,"59.32238/18.08095","","VOLVO PV"
2,18015,0,41,1,1,"48.8886197165/2.34701133583","23 RUE CUSTINE - 75018 PARIS","18015 - CUSTINE"
2,8018,0,32,0,1,"48.8762011622/2.31979392397","18 PLACE HENRI BERGSON - 75008 PARIS","08018 - SAINT AUGUSTIN"
2,11003,0,32,0,1,"48.8555128613/2.37524034703","29 RUE KELLER - 75011 PARIS","11003 - ROQUETTE DALLERY"
2,20022,0,33,1,1,"48.86508/2.40799","1 RUE GEO CHAVEZ - 75020 PARIS","20022 - PORTE DE BAGNOLET"
2,20118,0,23,0,1,"48.8555864285/2.40876290776","100 RUE DES ORTEAUX - 75020 PARIS","20118 - ORTEAUX MOURAUD"
2,43003,0,26,0,1,"48.8457199009/2.42740630276","104 AVENUE DE PARIS - 94300 VINCENNES","43003 - PARIS 2 (VINCENNES)"
2,13041,0,50,0,1,"48.821962441/2.36852869997","4 AVENUE D'IVRY - 75013 PARIS","13041 - PORTE D'IVRY"
2,13114,0,22,0,1,"48.8248108408/2.36773548985","46 RUE NATIONALE - 75013 PARIS","13114 - NATIONALE DUCHAMP (PROP 1)"
2,7015,0,47,0,1,"48.8572901185/2.31530968318","9 BOULEVARD DES INVALIDES - 75007 PARIS","07015 - VARENNE"
2,7014,0,42,0,1,"48.851678229/2.31463384063","35 BOULEVARD DES INVALIDES - 75007 PARIS","07014 - SAINT FRANCOIS XAVIER"
2,21204,0,31,0,1,"48.8153882204/2.32088679076","FACE 44 RUE D'ESTIENNES D'ORVES / PISCINE - 92120 MONTROUGE","21204 - D'ORVES (MONTROUGE)"
2,15041,0,36,0,1,"48.8328539083/2.30689847821","13 RUE FRANQUET - 75015 PARIS","15041 - LABROUSTE"
2,22404,0,25,0,1,"48.8175597536/2.30748584127","102 AVENUE PIERRE BROSSOLETTE - 92240 MALAKOFF","22404 - BROSSOLETTE 2 (MALAKOFF)"
2,6013,0,28,0,1,"48.8552546878/2.33753933406","3 RUE JACQUES CALLOT 75006 PARIS","06013 - JACQUES CALLOT"
2,6024,0,26,0,1,"48.8539423092/2.33015352477","55 RUE DES SAINTS PERES - 75006 PARIS","06024 - SAINT GERMAIN DES PRES"
2,22406,0,23,0,1,"48.8152498542/2.29800015658","81 RUE GUY MOQUET - 92240 MALAKOFF","22406 - MOQUET (MALAKOFF)"
2,12024,0,35,0,1,"48.83976/2.38241","GARE DE BERCY - ANGLE RUE CORBINEAU - 75012 PARIS","12024 - GARE DE BERCY"
2,12027,0,16,0,1,"48.8426477787/2.38616492781","2 RUE MONTGALLET - 75012 PARIS","12027 - MONTGALLET CHARENTON"
2,19110,0,30,0,1,"48.89869/2.3755","180 Boulevard Macdonald - 75019 PARIS","19110 - MACDONALD"
2,12032,0,25,0,1,"48.8355450436/2.40745551593","1 PLACE EDOUARD RENARD - 75012 PARIS","12032 - PORTE DOREE"
2,12107,0,21,0,1,"48.847653881/2.39023863314","146 BOULEVARD DIDEROT - 75012 PARIS","12107 - DIDEROT BOURDAN"
2,12039,0,38,0,1,"48.8348126298/2.40092778813","45 AVENUE DU GENERAL MICHEL BIZOT - 75012 PARIS","12039 - DECAEN"
2,12108,0,66,0,1,"48.84002/2.37862","FACE AU N°16 BOULEVARD DE BERCY - 75012 PARIS","12108 - BERCY"
2,20005,0,19,0,1,"48.8492660436/2.41233032884","2 RUE REYNALDO HAHN - 75020 PARIS","20005 - RUE DE LAGNY SAINT MANDE"
2,42010,0,53,0,1,"48.8108458646/2.38395086342","1 RUE ROBESPIERRE - 94200 IVRY","42010 - ROBESPIERRE (IVRY)"
2,15063,0,19,0,1,"48.8432953589/2.28320900002","59 RUE DE LA CONVENTION - 75015 PARIS","15063 - SAINT CHARLES - CONVENTION"
2,11112,0,23,0,1,"48.8543041778/2.38488615344","22 RUE JULES VALLES - 75011 PARIS","11112 - CHARONNES VALLES"
2,31013,0,45,0,1,"48.8584596543/2.42739031072","8 RUE DU CENTENAIRE - 93100 MONTREUIL","31013 - CENTENAIRE (MONTREUIL)"
2,20037,0,24,1,1,"48.8712659184/2.40395075221","177 AVENUE GAMBETTA - 75020 PARIS","20037 - SAINT FARGEAU"
2,21009,0,46,0,1,"48.8379982953/2.24084666482","FACE AU 1 RUE LECORBUSIER - 92100 BOULOGNE-BILLANCOURT","21009 - LECORBUSIER (BOULOGNE-BILLANCOURT)"
2,15052,0,48,0,1,"48.8376768223/2.29558692602","183 RUE DE LA CONVENTION - 75015 PARIS","15052 - CONVENTION"
2,15035,0,18,0,1,"48.8424587555/2.29217354144","2 RUE DES FRERES MORANE - 75015 PARIS","15035 - PLACE ETIENNE PERNET"
2,15055,0,53,0,1,"48.8367094965/2.28369238081","44 RUE VASCO DE GAMA - 75015 PARIS","15055 - VASCO DE GAMA"
2,15059,0,64,0,1,"48.8407143644/2.27801857157","RUE BALARD - 75015 PARIS","15059 - CITROEN"
2,1022,0,37,0,1,"48.8682170168/2.3304935114","37 RUE CASANOVA - 75001 PARIS","01022 - RUE DE LA PAIX"
2,2005,0,15,0,1,"48.8650219458/2.34506844014","46 RUE DE MONTMARTRE - 75002 PARIS","02005 - MONTORGUEIL RUE MONTMARTRE VERSION 2"
2,1017,0,20,0,1,"48.8655711428/2.33056741758","215 RUE SAINT HONORE - 75001 PARIS","01017 - SAINT HONORE"
2,20014,0,33,0,1,"48.85599402/2.39490886","142 BD CHARONNE - 75020 PARIS","20014 - CHARONNE - ALEXANDRE DUMAS"
2,4007,0,36,0,1,"48.8525571174/2.36824071942","BOULEVARD BOURDON - 75004 PARIS","04007 - BOURDON"
2,13109,0,21,0,1,"48.8222030963/2.35042203291","16 RUE BRILLAT SAVARIN - 75013 PARIS","13109 - BRILLAT SAVARIN"
2,16032,0,20,0,1,"48.8474984177/2.26848387135","PLACE DE L'EGLISE D'AUTEUIL - 75016 PARIS","16032 - EGLISE D AUTEUIL"
2,33003,0,45,0,1,"48.9039640246/2.38312549091","ANGLE RUE BORDIER ET BOULEVARD FELIX FAURE  - 93300 AUBERVILLIERS","33003 - FAURE (AUBERVILLIERS)"
2,8040,0,32,0,1,"48.8700703391/2.30431544672","65 RUE PIERRE CHARRON - 75008 PARIS","08040 - CHAMPS ELYSEES CHARRON"
2,11018,0,36,0,1,"48.8642116747/2.37825584151","87 RUE DE SAINT MAUR - 75011 PARIS","11018 - SAINT MAUR AVENUE DE LA REPUBLIQUE"
2,16013,0,34,0,1,"48.8640767117/2.27688168701","71 AVENUE HENRI MARTIN - 75016 PARIS","16013 - AVENUE HENRI MARTIN"
2,13023,0,26,1,1,"48.8286028908/2.35303458295","30 RUE BOBILLOT - 75013 PARIS","13023 - BOBILLOT VERLAINE"
2,13106,0,24,1,1,"48.8298753727/2.35424653463","17 RUE BOBILLOT - 75013 PARIS","13106 - BOBILLOT MERY"
2,2017,0,40,0,1,"48.86789/2.34925","40, rue du Caire - 75002 PARIS","02017 - CAIRE"
2,6003,0,21,0,1,"48.8516478481/2.33081707439","15 RUE DU VIEUX COLOMBIER - 75006 PARIS","06003 - SAINT SULPICE"
2,15026,0,32,0,1,"48.8538440543/2.28970534822","FACE 6 BOULEVARD DE GRENELLE - 75015 PARIS","15026 - BIR HAKEIM"
2,21107,0,23,0,1,"48.899359637/2.3040405607","RUE BERTRAND SINCHOLLE - 92110 CLICHY","21107 - SINCHOLLE (CLICHY)"
2,17047,0,26,0,1,"48.8837697333/2.29858466343","172 RUE DE COURCELLES - 75017 PARIS","17047 - COURCELLES - DEMOURES"
2,5004,0,19,0,1,"48.8418659565/2.34120202666","272 RUE SAINT JACQUES - 75005 PARIS","05004 - SAINT JACQUES VAL DE GRACE"
2,18008,0,33,0,1,"48.8866670264/2.35321307162","FACE 36 RUE CAVE - 75018 PARIS","18008 - SQUARE LEON"
2,10012,0,24,0,1,"48.8732678412/2.35932361343","58 RUE DES VINAIGRIERS - 75010 PARIS","10012 - VINAIGRIERS"
2,18018,0,19,0,1,"48.8907472102/2.33082039648","13 RUE CARPEAUX - 75018 PARIS","18018 - CARPEAUX"
2,13050,0,59,0,1,"48.8283698938/2.3844403546","23 QUAI PANHARD ET LEVASSOR - 75013 PARIS","13050 - QUAI PANHARD ET LEVASSOR"
2,32603,0,25,1,1,"48.8811410157/2.42497424307","1 ALLEE DOCTEUR CALMETTE - 93260 LES LILAS","32603 - CALMETTE (LES LILAS)"
2,21016,0,25,0,1,"48.8287531414/2.24591146701","118 RUE DU POINT DU JOUR - 92100 BOULOGNE BILLANCOURT","21016 - POINT DU JOUR (BOULOGNE-BILLANCOURT)"
26,103,1,20,0,0,"47.2063849912/-1.56849058148","ILE DE NANTES PARC DES CHANTIERS A COTE DU CARROUSEL  (Station mobile)","00103 - STATION MOBILE"
2,13113,0,25,0,1,"48.8236339764/2.36157153416","2 RUE DE LA VISCULE - 75013 PARIS","13113 - CHOISY VISTULE"
2,20112,0,20,1,1,"48.8740924809/2.38943590833","3 RUE DU JOURDAIN - 75020 PARIS","20112 - JOURDAIN"
2,19046,0,33,0,1,"48.8890400681/2.3952894618","3 PLACE DE LA PORTE DE PANTIN - 75019 PARIS","19046 - PORTE DE PANTIN"
2,19013,0,33,0,1,"48.8845807407/2.38012665025","8 & 1 RUE PETIT - 75019 PARIS","19013 - LAUMIERE"
2,5024,0,21,0,1,"48.842735043/2.35247243722","4 RUE DOLOMIEU - 75005 PARIS","05024 - PLACE MONGE"
2,6104,0,37,0,1,"48.8433642428/2.33780343097","7 RUE HERSCHEL - 75006 PARIS","06104 - HERSCHEL"
2,14013,0,14,0,1,"48.8212276633/2.34210421456","1 RUE LIARD - 75014 PARIS","14013 - LIART AMIRAL MOUCHEZ"
2,14033,0,38,1,1,"48.8356804442/2.32829082205","31 RUE FROIDEVAUX - 75014 PARIS","14033 - DAGUERRE GASSENDI"
2,32003,0,29,0,1,"48.9093300219/2.35805056574","AVENUE DU PRESIDENT WILSON / RUE DE LA METALLURGIE - 93200 SAINT DENIS","32003 - METALLURGIE (SAINT DENIS)"
2,15060,0,21,0,1,"48.8442928656/2.2773458971","9 PLACE DE LA MONTAGNE DU GOULET - 75015 PARIS","15060 - MONDRIAN"
2,15020,0,32,0,1,"48.8417096402/2.29854929401","4 RUE LEON SECHE - 75015 PARIS","15020 - MAIRIE DU 15EME"
2,15056,0,22,0,1,"48.8365372895/2.27871769702","13 PLACE BALARD - 75015 PARIS","15056 - BALARD"
2,7005,0,52,0,1,"48.855461736/2.32568193589","FACE 2 BOULEVARD RASPAIL - 75007 PARIS","07005 - BAC"
2,16021,0,23,0,1,"48.8584276966/2.27430852414","1 RUE FRANCOIS PONSARD - 75016 PARIS","16021 - RUE FRANCOIS PONSARD"
2,16030,0,55,0,1,"48.84766571/2.27355626497","4 PLACE DE BARCELONE - 75016 PARIS","16030 - MIRABEAU"
2,1012,0,22,0,1,"48.8629981668/2.34155507783","FACE 29 RUE JEAN JACQUES ROUSSEAU - 75001 PARIS","01012 - BOURSE DU COMMERCE"
2,19030,0,27,0,1,"48.883777/2.376515","6 PASSAGE DE MELUN - 75019 PARIS","19030 - MOSELLE JAURES"
2,12017,0,39,0,1,"48.8446346263/2.40509982632","82 AVENUE SAINT MANDE - 75012 PARIS","12017 - ST MANDE NETTER"
2,12123,0,51,0,1,"48.8442319326/2.43920953771","COURS DES MARECHAUX - 94300 VINCENNES","12123 - CHATEAU DE VINCENNES"
2,12022,0,33,0,1,"48.8408998138/2.40438010296","FACE 29 RUE DU SAHEL - 75012 PARIS","12022 - BIZOT"
2,12109,0,30,0,1,"48.8408694597/2.38756433493","212 RUE DE CHARENTON - 75012 PARIS","12109 - CHAROLAIS"
2,12037,0,40,0,1,"48.8394854027/2.39721237629","53 BOULEVARD DE REUILLY - 75012 PARIS","12037 - DAUMESNIL"
2,20009,0,20,0,1,"48.8540232845/2.41205801661","RUE DES DOCTEURS DEJERINE - 75020 PARIS","20009 - DOCTEUR DEJERINE"
2,9007,0,20,0,1,"48.8798312251/2.34539633899","34 RUE CONDORCET - 75009 PARIS","09007 - CONDORCET"
2,9017,0,29,0,1,"48.881032149/2.34077441212","01 RUE LALLIER - 75009 PARIS","09017 - TRUDAINE MARTYRS"
2,9001,0,17,0,1,"48.8775014653/2.34856937339","5 RUE DE BELLEFOND - 75009 PARIS","09001 - POISSONNIERE"
2,9039,0,28,0,1,"48.87243/2.33359","22 rue de la Chaussée d'Antin - 75009 PARIS","09039 - CHAUSSEE D'ANTIN"
2,17102,0,33,0,1,"48.8878494938/2.30003439798","14 RUE ALFRED ROLL - 75017 PARIS","17102 - ALFRED ROLL"
2,32004,0,43,0,1,"48.9151986424/2.35750068369","AVENUE DU PRESIDENT WILSON/ RUE DE BAILLY - 93200 SAINT DENIS","32004 - BAILLY (SAINT DENIS)"
2,42014,0,51,0,1,"48.8141405375/2.39090936807","PLACE MARCEL CACHIN - 94200 IVRY SUR SEINE","42014 - CACHIN (IVRY)"
2,13002,0,30,0,1,"48.8349314/2.3447341","53 BIS - 57 BD ARAGO - 75013 PARIS","13002 - ARAGO - GLACIERE"
2,20024,0,29,1,1,"48.8642956962/2.39822866728","11 RUE MALTE BRUN - 75020 PARIS","20024 - GAMBETTA - PÈRE LACHAISE"
2,21205,0,26,0,1,"48.8138629636/2.30694360566","face au 131 avenue Jean Jaurès 92120 Montrouge","21205 - JAURES 2 (MONTROUGE)"
2,21305,0,25,0,1,"48.8241259046/2.26064598549","PLACE MADAULE - 92130 ISSY LES MOULINEAUX","21305 - MADAULE (ISSY LES MOULINEAUX)"
2,15046,0,29,0,1,"48.8322073452/2.30232873769","42 RUE DES MORILLONS - 75015 PARIS","15046 - GEORGES BRASSENS"
2,14030,0,33,1,1,"48.834254628/2.31760933939","61 RUE PERNETY - 75014 PARIS","14030 - LOSSERAND - PERNETY"
2,19033,0,44,0,1,"48.8959473685/2.38113380225","30 RUE DE CAMBRAI - 75019 PARIS","19033 - CAMBRAI"
2,10018,0,30,0,1,"48.8753849056/2.35609401864","110-112 RUE FAUBOURG SAINT DENIS - 75010 PARIS","10018 - ALBAN SATRAGNE"
2,11109,0,23,0,1,"48.8663313479/2.37109744847","1 RUE DE LA PIERRE LEVEE - 75011 PARIS","11109 - REPUBLIQUE PIERRE LEVEE"
2,15004,0,21,0,1,"48.8405958674/2.3153630382","DEV 71 BOULEVARD DE VAUGIRARD - 75015 PARIS","15004 - VAUGIRARD PASTEUR"
2,42206,1,23,0,1,"48.8237840897/2.4100135404","111 RUE DE PARIS - 94220 CHARENTON","42206 - PARIS 2 (CHARENTON)"
2,21004,0,31,0,1,"48.8400232565/2.23981899697","55 BOULEVARD JEAN JAURES - 92100 BOULOGNE-BILLANCOURT","21004 - JAURES 2 (BOULOGNE-BILLANCOURT)"
2,14016,0,53,0,1,"48.8247671026/2.3359996773","61 AVENUE RENE COTY - 75014 PARIS","14016 - REILLE MONTSOURIS"
2,8019,1,43,0,1,"48.8799571638/2.32135967628","03 RUE DE NAPLES - 75008 PARIS","08019 - EUROPE"
4,37,1,15,0,1,"49.60164/6.13736","GAULOIS - Rue des gaulois 11","GAULOIS"
2,5028,1,55,0,1,"48.841080022/2.35543071424","6 RUE CENSIER - 75005 PARIS","05028 - CENSIER BUFFON"
2,11037,1,38,0,1,"48.868/2.36498","2 RUE DU FAUBOURG DU TEMPLE - 75011 PARIS","11037 - FAUBOURG DU TEMPLE PLACE DE LA REPUBLIQUE"
2,20106,1,27,1,1,"48.865352242/2.39894644808","44-46 AVENUE GAMBETTA - 75020 PARIS","20106 - MAIRIE DU 20ÈME"
2,20006,0,12,0,1,"48.8502852806/2.40629610782","33 RUE DES PYRENEES - 75020 PARIS","20006 - PYRÉNÉES - PLAINE"
2,20012,0,15,0,1,"48.8539232761/2.40003874927","90 RUE BUZENVAL - 75020 PARIS","20012 - BUZENVAL VIGNOLES"
2,42016,0,26,0,1,"48.8158473928/2.37694379547","1 BIS RUE PIERRE ET MARIE CURIE - 94200 IVRY","42016 - CURIE (IVRY)"
2,42208,0,23,0,1,"48.8294214717/2.40164810556","178 RUE DE PARIS - 94220 CHARENTON","42208 - PARIS 4 (CHARENTON)"
2,4013,1,27,0,1,"48.858510713/2.35863357912","50 RUE VIEILLE DU TEMPLE - 75004 PARIS","04013 - FRANCS BOURGEOIS"
2,5018,1,37,0,1,"48.8483857647/2.35016993902","20 RUE MONGE - 75005 PARIS","05018 - MUTUALITE"
2,11030,1,22,0,1,"48.8653079842/2.37601991202","80 RUE OBERKAMPF - 75011 PARIS","11030 - SAINT MAUR OBERKAMPF"
2,23004,0,35,0,1,"48.8981970226/2.29384801797","109 RUE  PAUL VAILLANT COUTURIER - 92300 LEVALLOIS","23004 - COUTURIER 2 (LEVALLOIS)"
2,31002,0,25,0,1,"48.8528141913/2.41930708875","38 RUE DE LA REPUBLIQUE - 93100 MONTREUIL","31002 - REPUBLIQUE (MONTREUIL)"
2,1007,1,16,0,1,"48.8635670471/2.34770202114","2 RUE DE TURBIGO - 75001 PARIS","01007 - ETIENNE MARCEL"
2,1009,1,24,0,1,"48.8602451945/2.34433354527","14 RUE DU PONT NEUF - 75001 PARIS","01009 - PONT NEUF - 14"
2,1006,1,33,0,1,"48.8626318042/2.34973214483","2-4 rue DE LA GRANDE TRUANDERIE 75001 PARIS","01006 - GRANDE TRUANDERIE"
2,18101,0,22,0,1,"48.8954703704/2.34986545092","32 RUE CHAMPIONNET - 75018 PARIS","18101 - CHAMPIONNET"
2,18007,0,18,0,1,"48.8851980094/2.34994199169","65 RUE DE LA GOUTTE D'OR - 75018 PARIS","18007 - GOUTTE D' OR"
2,15064,1,45,0,1,"48.8462949183/2.27841391259","DEV 5 AVENUE EMILE ZOLA - 75015 PARIS","15064 - JAVEL"
2,13021,1,47,0,1,"48.8260351661/2.342176808","55 RUE BOUSSINGAULT - 75013 PARIS","13021 - BOUSSINGAULT - TOLBIAC"
2,13038,1,24,0,1,"48.8219079688/2.36333471061","28 AVENUE DE CHOISY - 75013 PARIS","13038 - CHOISY POINT D'IVRY"
2,17021,0,40,0,1,"48.8842894403/2.30549744426","RUE JOUFFROY D'ABBANS - 75017 PARIS","17021 - WAGRAM (17EME ARR.)"
2,3101,1,34,0,1,"48.868636405/2.35559159278","62 RUE MESLAY - 75003 PARIS","03101 - PORTE SAINT MARTIN"
2,16044,1,32,0,1,"48.8387133632/2.25219106054","24 AVENUE DE LA PORTE DE SAINT CLOUD - 75016 PARIS","16044 - STADE FRANCAIS"
2,16022,0,17,0,1,"48.8575668898/2.28002739531","16 RUE JEAN BOLOGNE - 75016 PARIS","16022 - RUE JEAN BOLOGNE"
2,8046,1,30,0,1,"48.8651944053/2.30024954516","2 Avenue MARCEAU - 75008 PARIS","08046 - ALMA MARCEAU"
2,21021,1,40,0,1,"48.8331749589/2.2570058673","FACE AU 128 RUE DES ENFANTS DU PARADIS - 92100 BOULOGNE BILLANCOURT","21021 - PARADIS (BOULOGNE-BILLANCOURT)"
2,14025,0,36,0,1,"48.8295704047/2.31835302141","10 RUE JACQUIER - 75014 PARIS","14025 - JACQUIER"
2,8003,1,17,0,1,"48.8717051914/2.29852826568","63 RUE GALILEE - 75008 PARIS","08003 - GALILLE"
2,8007,1,30,0,1,"48.8742300556/2.32557011172","1 RUE DE ROME - 75008 PARIS","08007 - HAUSSMANN ROME"
2,8038,1,28,0,1,"48.86688765/2.30667557572","22 RUE FRANCOIS 1ER - 75008 PARIS","08038 - FRANCOIS 1 ER"
2,8025,1,33,0,1,"48.8737604721/2.31587630835","39 RUE DE MIROMESNIL - 75008 PARIS","08025 - MIROMESNIL"
2,8013,1,33,0,1,"48.8696161949/2.3066208349","24 RUE DE MARIGNAN - 75008 PARIS","08013 - MARIGNAN"
2,8049,1,22,0,1,"48.8704378054/2.30083026142","42 AVENUE GEORGE V - 75008 PARIS","08049 - DUNANT"
2,20040,0,26,0,1,"48.8703936716/2.38422247271","57 & 36 RUE JULIEN LACROIX - 75020 PARIS","20040 - PARC DE BELLEVILLE"
2,18109,0,46,0,1,"48.8895969709/2.36285360426","55 RUE PAJOL - 75018 PARIS","18109 - RIQUET PAJOL"
2,14004,1,23,0,1,"48.8384318255/2.34079466687","111 BD PORT ROYAL - 75014 PARIS","14004 - PORT ROYAL COCHIN"
2,1013,1,66,0,1,"48.8624302348/2.33852013115","186 RUE SAINT HONORE - 75001 PARIS","01013 - SAINT HONORE"
